id,business_id,name,stars,review_count,postal_code,latitude,longtitude,is_open,comp_stars,comp_review_count,total_demand_score,missing_demand_score
39662,vwAhm3pRjCEz_jNXr9vMaA,Matt & Marie's,4,201,19103,39.9558026,-75.1694544,t,4.1148325358851675,209,1010,92
131029,5quEJwHni6CuR-zh85hJ3Q,"Steven Solow, DMD",2,19,19102,39.9500233,-75.1675812,t,2.0476190476190476,21,,91
128044,AhPis4xBTX10ylpKnpoGYQ,PhillyLiving Management,2.5,20,19107,39.9461849,-75.1625185,t,2.3333333333333333,21,,91
24355,WsCIwMlDwt8g4i40JS_nGQ,O'Mares Irish Pub,3.5,38,19116,40.1090254,-75.0254734,t,3.2564102564102564,39,268,91
111340,zjTBfbvbN2Ps6_Ar0w-fuQ,Hinge Cafe,4.5,292,19134,39.9792581,-75.1121554,t,4.3223684210526316,304,1545,91
49068,uizQiDP3fYaDvCxuwMaSew,Carina Tea & Waffles,3.5,74,19104,39.9553704676,-75.1969019117,f,3.3376623376623377,77,507,91
78809,r_oscENLKdrF2KNyWP4oow,Di Bruno Bros.,4,105,19107,39.9491548072,-75.1555580299,t,3.8532110091743119,109,990,91
33205,dwh4dy4zyrf-NTqaCYjH6A,Byrne's Tavern,4,113,19134,39.9841717,-75.0987438,t,4.2000000000000000,120,836,91
13894,x03j48hmv0R7NQcUjD0MQg,Naf Naf Grill,3.5,78,19131,40.0074349,-75.2124437,f,3.6625000000000000,80,349,91
81242,BYTyDKOBdCxI1TkkscNpIQ,Hearth & Stove,2.5,14,19146,39.9444801,-75.170983,t,2.3571428571428571,14,113,91
95017,DTbKzkWQGWJsHvhE6OcUFw,Little Pete's Restaurant,4,147,19130,39.967082,-75.177485,t,3.9000000000000000,150,903,91
40040,EhPoBZIeHCfrFPl3Rqcg-Q,Wrap Shack,3.5,90,19107,39.9496367181,-75.1587568223,t,3.5053763440860215,93,266,91
76797,u0NAXvm0bzES97r9IdF4Qg,Bump,3.5,36,19107,39.9477815,-75.162146,f,3.7105263157894737,38,244,91
98043,yQ7sxpoKXcTWzuELVdpR6w,Drury Beer Garden,3.5,79,19107,39.949934,-75.162417,t,3.6455696202531646,79,583,91
9661,toMVWIsPJmS7-LiLAf2AfA,Ippolito's Seafood,4,101,19148,39.9049727,-75.1588247,t,4.1415094339622642,106,650,91
135750,cbmnzbkml6_KtHaRIGXxgQ,Green Room,4,63,19130,39.9647691,-75.1706129,t,3.8484848484848485,66,606,91
80158,RrqYj-7fUAvRhz5iNXGXXg,Volpe Real Estate Inc.,3,18,19146,39.9438452,-75.1750697,t,2.8888888888888889,18,128,91
44558,M3wKxrtuZinZ0P3GGEQ39Q,Fred R Levine Real Estate,2,15,19147,39.9306335,-75.1582205,t,2.0625000000000000,16,102,91
69305,ZwCvURKz4l5OBp5trIR02A,Mr Wish,4.5,274,19107,39.9559225,-75.15592,t,4.3674911660777385,283,2781,91
49772,11HXgzo47w5e5pziFXpTNg,Market 16 Noodle Bar,1.5,39,19104,39.955696,-75.19161,f,1.7435897435897436,39,124,91
110774,JSg7qVsK6Z8uFhDKRyDMcA,The Personal Chef,3.5,33,19119,40.0551258,-75.186993,f,3.4411764705882353,34,157,91
41106,TywTBjUpo4J3TXvBtxG1MA,Chris's Pizza,2.5,38,19131,39.9998548,-75.2089107,t,2.3750000000000000,40,124,91
100068,s6eWF8rflISryRAUeOpqjA,Renew Medspa,2,38,19106,39.9462701,-75.1513068,f,2.2307692307692308,39,110,91
80457,MomBieFKSwjqW48H8hh93g,Philadelphia Federal Credit Union,2,22,19154,40.1067723,-74.9790503,t,1.8181818181818182,22,142,91
13612,zBOy9arp97nuwKuTal5Mkg,New Number One Chinese Restaurant,2.5,40,19104,39.9551025,-75.208546,t,2.7560975609756098,41,136,90
148107,MCQJc2X_NE6vbfwJdRZl4w,Banfield Pet Hospital,2,41,19145,39.9180079,-75.1889590323,t,1.8048780487804878,41,112,90
122415,alac0ygcncAO8xTD7wBdZA,Hunter Gatherer Tattoo & Piercing,4,72,19139,39.9552973361,-75.2126072093,t,3.9864864864864865,74,360,90
24886,JUnGN1OjtlPrLdzLLQGlvA,University Village,2,33,19122,39.978582,-75.150452,t,2.0540540540540541,37,133,90
59277,ys5hVkJiGDLAVzyPbk_tTw,Chops,2.5,39,19106,39.9479162963,-75.1534261288,f,2.3076923076923077,39,159,90
21159,lPOS2nfG4TuOFQmBEOiNwQ,Blue Duck On Broad,3,74,19102,39.9485985832,-75.164699927,f,3.0933333333333333,75,220,90
106007,Lw0e3JLpHoxrOzvAoXg3uQ,Rittenhouse Manicure & Spa,3.5,77,19103,39.9484633,-75.17447,t,3.3170731707317073,82,302,90
77403,rsgCRaeN0eOIxIidvu6f8g,Bella Medspa,3.5,27,19103,39.94889,-75.173129,t,3.2333333333333333,30,254,90
66103,dUbPvWWUxq8ZH7oMu1ZmZw,"Viva Nails, Hair & Spa",3.5,64,19154,40.088833,-74.965986,t,3.3088235294117647,68,,90
98907,m408YCnvuIywzZkJX3K9KQ,Au Bon Pain,2,32,19103,39.954038,-75.174378,t,2.0857142857142857,35,183,90
39519,B8zcvfugwqLqQ_Brg9INwA,Sniffles and Friends Dog Walkers,3,9,19103,39.96244,-75.19993,f,3.0000000000000000,9,,90
120711,BLgjM7uSh3is97DBvQTdew,Nails By Anna D,2.5,41,19102,39.9504191779,-75.1670754594,f,2.4651162790697674,43,173,90
91892,wX-P6NJ6gHt28Xej5yY4nw,Walmart Supercenter,2,27,19154,40.0856324,-74.9677851,f,1.8928571428571429,28,307,90
125053,pjv_YuCBjeo6-p9GI56qGw,Class of 1923 Ice Rink,3,22,19104,39.9519898,-75.1871317,t,3.0454545454545455,22,288,90
12586,AEgaEEWNGuXWBHUkf_fN3A,Starbucks,3.5,38,19103,39.9520413,-75.1717524,f,3.5897435897435897,39,678,90
29600,RnC2s8eZ7MKEqkzWsUyAgA,Grossman Furniture,3.5,27,19106,39.9517679263,-75.1436116712,t,3.5925925925925926,27,152,90
149627,6ymcSkX_yN0zOopSJKA82A,The Pineville,3.5,42,19125,39.9796168252,-75.1195449382,f,3.3953488372093023,43,162,90
143218,myQJP8ZziqXDgQBpfqoTvQ,CVS Pharmacy,3,25,19104,39.9535455315,-75.2097082559,t,2.8000000000000000,25,333,90
32323,R9kExKCPOnCD8vVY_7Edlg,The Pickled Heron,4,120,19125,39.9801351,-75.1292047,f,4.1968503937007874,127,590,90
70836,j5IsoB-xT1Kqp8yQjQnaXA,Pho Ha Saigon,4,126,19148,39.9129581157,-75.1538034657,t,3.8604651162790698,129,997,90
145737,tSRICEpYkNZyeCyHYMsM7w,Gents Barber Lounge,4.5,139,19125,39.978189,-75.131261,t,4.3605442176870748,147,428,90
30165,J475RpmY71mhvYvC9ep41A,Lacquer Lounge,4,85,19103,39.950989,-75.175561,f,4.0860215053763441,93,416,89
139407,OddKlB5d2KQpIP2rJt89ow,White Yak,4.5,168,19128,40.0337825,-75.2158399,t,4.4971428571428571,175,1131,89
33072,ZCyRHFSAAgoC7d1u3MHg2g,Constellar,2.5,18,19104,39.952998,-75.210043,t,2.8421052631578947,19,,89
112171,AGJqNt-EYaLZv9ilGF_iqw,Four Seasons Childcare & Preschool,4.5,8,19128,40.0315153,-75.2162975,t,4.2500000000000000,8,,89
10388,I9DCtzUgR4gamBFMVsdY8g,Capital Beer,3.5,75,19125,39.976126,-75.119234,t,3.4675324675324675,77,209,89
118294,OAWa1WML2V1ZLJGD6V3nBQ,Middle Child,4.5,426,19107,39.9471698,-75.1594404,t,4.6758620689655172,435,2273,89
2898,cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,2.5,37,19136,40.0378039,-75.0387664,f,2.7250000000000000,40,240,89
72119,IzyQVIJG8JAnOiRQPb0-wg,Rione,4.5,208,19103,39.9520434,-75.1756387,t,4.5093457943925234,214,960,89
121278,RXwaoArqhi_-JnZh5MH_ow,Wawa,3,49,19103,39.9553252,-75.1683325,t,2.8518518518518519,54,777,89
42591,8jPCTltGBbYjHgDRY3MhUw,Pep Boys,2.5,67,19145,39.9213666,-75.1845423,t,2.3750000000000000,72,205,89
59163,_woUO4WVK1istX3jwBMyvg,Breakfast Boutique Mount Airy,3,68,19119,40.0550327831,-75.1869688298,t,3.1739130434782609,69,205,89
136264,_1itCzaA3bDVdPSwNCNPtA,Chili's Grill & Bar,2.5,41,19104,39.9553485,-75.1986908,f,2.4146341463414634,41,221,89
143797,cjiQAJNjeiuYB8PhydOxTQ,Ida Mae's Bruncherie,3.5,80,19125,39.9778559,-75.1295203,f,3.4567901234567901,81,271,89
146117,6HvlBeMH1povoskopmp94Q,Du Jour Commerce Square,3,48,19103,39.954126,-75.173553,t,3.1034482758620690,58,374,89
21745,4ojRyf5RfZArkkE9U9bfNw,Hilton Philadelphia Airport,2.5,56,19153,39.8888335,-75.2321604,f,2.3448275862068966,58,344,89
16390,k9QaQYOU-egM3UpS8daiYA,Spiro's Pizza,1.5,28,19104,39.9739062,-75.2040164,f,1.6428571428571429,28,122,89
49391,BfQ4W2cNB2ZSd7yaAhE_BA,PHS Pop Up Garden,4.5,186,19146,39.943584,-75.1669,f,4.2871794871794872,195,1427,89
119899,bx0nZZkoTtYJUineqQicqQ,SoWe Bar & Kitchen,3.5,67,19146,39.940805,-75.179773,f,3.3333333333333333,72,378,89
126153,WG23hgY8Ld9yaC2clgfD_g,Ekta Indian Cuisine,3.5,94,19104,39.955072408,-75.2024777935,t,3.6804123711340206,97,340,89
31706,6OC8ErU_m06KABnfSXTJEA,Street Side,4.5,137,19123,39.969485,-75.1386559824,t,4.2714285714285714,140,698,89
94760,DKRssfE83bAnqHvwXK5DqA,Randazzo's Pizzeria,4,153,19146,39.9444927907,-75.1726122757,t,3.9371069182389937,159,615,89
14541,pp5kzAaBLkr3n_iwHVNSmw,MK Management Group,1.5,26,19121,39.977293,-75.160578,t,1.6666666666666667,27,104,89
124975,CLw-I3X3X8l1V80jxPv3AA,One Pound Cheesesteaks,3.5,51,19125,39.9895823,-75.125543,t,3.5576923076923077,52,302,89
35623,WglSxOOjnw3pGpHWj6Poag,Potbelly Sandwich Shop,3.5,57,19103,39.953463,-75.168192,f,3.4576271186440678,59,293,89
9002,gSw5N8h5lpC4XGw_nthyrQ,Sorrento's Pizza,2.5,39,19141,40.038781,-75.149469,t,2.4250000000000000,40,137,89
15831,-UgmhgFa6biagbAXEPpNhA,H. K. Golden Phoenix,2.5,22,19107,39.955447,-75.154839,f,2.4545454545454545,22,125,89
30101,Rd8Gb82UQcPPWC_yY5ybDg,Pho Hoa Noodle Soup,3,43,19120,40.0371693,-75.1084699,f,3.1333333333333333,45,251,88
120443,XTNu6IrYn_xn05wuqjrxiA,Jimmy John's,3,75,19107,39.9477073,-75.1589797,t,2.9605263157894737,76,319,88
15700,MTU8sJBwOtaDreDIEOeung,Philadelphia Psychic Center,3.5,18,19148,39.9116195992,-75.151478412,t,3.5263157894736842,19,244,88
93160,xdtJQYjoohuvzfZXiSEgRQ,Golden Donut,3.5,29,19147,39.9388013,-75.1577645,f,3.5000000000000000,30,270,88
89379,lz14YVILCrnI1ij6FJ3ItQ,Wings To Go Roxborough,2.5,26,19128,40.0321044,-75.2130364,t,2.3846153846153846,26,113,88
10520,wQWhY5vA3ESMh6qFHMYvrg,Queen Nails & Day Spa,4,98,19106,39.9507095,-75.1458162,t,3.9142857142857143,105,394,88
43129,oK4108Qg_mAccEbRb41o1Q,Isabel,3.5,107,19130,39.9687718,-75.1807705,f,3.4070796460176991,113,389,88
83197,osqUOYJ1GR833udf6XCSHA,Tokyo Hibachi Steakhouse & Sushi Bar,3,59,19103,39.9499339,-75.1681041,f,3.2131147540983607,61,258,88
46732,gBSHDsZRoFBKDOz9qy9pJQ,Esporta Fitness,2.5,42,19145,39.920916,-75.1863604,t,2.4375000000000000,48,623,88
72027,muE9hi63ObMhwQIpq6Ln7w,Queen Bee African Hair Braiding & American Hairstyle,3.5,38,19140,40.0111064,-75.1510494,t,3.3658536585365854,41,190,88
50971,rdS9Uy5sDv97k6phZTceWA,Drexel Pizza Restaurant,3,43,19104,39.9579926,-75.1889787,f,2.9772727272727273,44,261,88
58258,Nf-rUXQXT8EycSA_TkQsXg,"Harold Farber, MD",2,31,19115,40.0977259,-75.031224,t,1.9354838709677419,31,116,88
78075,PXNIcWp4xqtXllJlLseO3g,For Eyes,4,65,19103,39.9516527,-75.1692184,t,4.1194029850746269,67,240,88
143598,fG6Wg3yrjY5Wm7UL00y3fw,Applebee's Grill + Bar,2.5,64,19115,40.07662,-75.033565,t,2.3281250000000000,64,222,88
85360,4jMcQREZ9774-dOGH5p4QA,Dwight's Southern Bar-B-Que,3,40,19104,39.9687504,-75.2110717,t,2.9512195121951220,41,191,88
35902,XXWxdyq2QfKF4wpdDZUcxA,Wingstop,2,33,19151,39.9776992,-75.2724114,t,2.0588235294117647,34,164,88
107137,jYFMSF-AyKrvLPWMW6l5JQ,Ortlieb's,4,96,19123,39.9645525834,-75.142451269,t,4.1326530612244898,98,774,88
53216,0eV_6ebzBTWcQXGji0QGkA,Sprouts Farmers Market,4,83,19146,39.938972,-75.167457,t,3.7444444444444444,90,588,88
139214,t2IQvO-1VT-KBA0w2XtHfg,"Christine Wu, MD",3,16,19107,39.950385,-75.157526,t,3.0000000000000000,17,,88
23203,jHk1OJi16n3BlO3LxkH8cw,Rybrew,4.5,210,19130,39.974214,-75.182504,t,4.4046511627906977,215,1026,88
111072,vhLq2M_NAAHLsLVNDER92w,Supercuts,3,51,19104,39.953444,-75.188935,t,3.0943396226415094,53,156,88
66667,gQJ5-VVf2OObACgRrIUf6g,Law Offices of Eric A Shore,2.5,22,19102,39.9534989,-75.1658879,t,2.6086956521739130,23,,88
72959,BpIwDr5mG6wG5-Pxu3yxSg,The Bagel Place,4,171,19147,39.9374733,-75.1504451,t,4.2241379310344828,174,625,88
146307,wsyVH0sf0ttt6G7JqmP9vg,Pho 20,4,215,19107,39.9565494,-75.1558606,t,4.0758928571428571,224,791,88
66707,rV8OE1EeyJiLmBApu9wnGw,Uzu Sushi,4,98,19106,39.949614,-75.1426123,f,3.9900000000000000,100,386,88
98189,3StCmEw7AhBdHKIEkckGeA,Paprika Restaurant,3.5,75,19140,40.0178826,-75.1546635,t,3.3200000000000000,75,252,88
10063,9iBlpXwgBFLVnx6RmHsiCQ,Foods On First,3.5,96,19102,39.954879,-75.1644704,t,3.6632653061224490,98,312,88
137290,01YFYYmevGER3VJ1xFtUcA,Nom Nom Ramen,2.5,45,19104,39.953173,-75.1928651,f,2.6170212765957447,47,184,88
144351,JlbAYc0fgqVX2IVT113BnQ,Pop's Homemade Water Ice,4.5,60,19148,39.9168993,-75.170401,t,4.3968253968253968,63,638,88
144015,_7V_3b2dSSVIXqVMJwGmoQ,Golden Cuisine,3,57,19123,39.9658337,-75.160398,t,2.8166666666666667,60,156,87
81645,O2Ne4Eb3dTf8VIztA9qI5A,Uncle Oogie's,3.5,65,19148,39.9209324,-75.1465573,t,3.4477611940298507,67,278,87
6154,DGvkU7CkdBs6lNbncQmF3A,Franklin's,3.5,129,19129,40.0110062,-75.189062,t,3.6285714285714286,140,644,87
114161,yjeqvAvwWq000TWF1KQH2A,Admirals Club,3,37,19153,39.873411,-75.252034,t,2.9487179487179487,39,461,87
8632,eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,4.5,213,19103,39.9488052,-75.1779537,t,4.3698630136986301,219,832,87
20754,u-mjpAKElhdZ-ZqhEjwcPw,The Strip Joint,3.5,57,19146,39.940805,-75.179773,f,3.3333333333333333,60,292,87
133121,U_px8EKJcvrqvYuq7he_sA,777 South Broad,2,8,19147,39.94128,-75.16576,t,1.6666666666666667,9,,87
81349,pt57u94p1YsiSJhGafkcmg,Milestone Relocation Solutions,1.5,39,19122,40.096919,-75.415858,t,1.7250000000000000,40,,87
34726,bSuADas9mTPxI2UUGR8PGg,Popeyes Louisiana Kitchen,2,36,19128,40.0443567742,-75.23186,t,2.0000000000000000,41,119,87
98580,s7GZ95hHqmr9WreRU62iBQ,Chestnut Hill Hotel,3.5,45,19118,40.0741672,-75.2030982,t,3.2173913043478261,46,167,87
112422,e8l4qKiNMzEOqm2PH18E2A,Aviation Grill,2.5,46,19153,39.877855,-75.244711,t,2.7500000000000000,48,202,87
17603,ZYRul0i1bhOjirHED6Kd0w,SouthHouse,4.5,158,19148,39.91804,-75.168707,t,4.3212121212121212,165,526,87
58809,yWXs_dc1xdrzWws2B_kRyg,Airport Transportation and Car Service,3.5,19,19104,39.9513242394,-75.163885206,t,3.7727272727272727,22,184,87
141075,Xtw1Rpqj3IV-TKn19fIgpA,Corner Bakery,3,53,19104,39.9569164648,-75.1968805919,t,3.1034482758620690,58,357,87
22836,WVhMDjHBia5BbTvLzpvQ6g,Tow Decision,2,22,19137,39.999399,-75.0904522,t,1.8636363636363636,22,,87
3313,h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,4,142,19141,40.0407573,-75.1448014,t,3.9047619047619048,147,457,87
119688,FGu7K0mI91Q0yW3orPY99Q,Palace at the Ben,4,143,19107,39.9496293122,-75.1553547225,f,3.8287671232876712,146,601,87
6021,0JoB3ThhI-DS78-1Ks1EUQ,Hibachi 2 Go,3.5,105,19145,39.9242167,-75.1703845,t,3.5137614678899083,109,365,87
32143,D6RHhqoMP6AaRNUbgeCiMw,Tubby Robot Ice Cream Factory,4,113,19127,40.0258305512,-75.2243280899,t,3.8157894736842105,114,512,87
59018,mQL9OWg0gVwVEWBIkRLa5Q,Nangellini Gallery,3.5,20,19147,39.9423385,-75.1565563,f,3.1428571428571429,21,162,87
113437,LzWvZFkxO-9tHfV0kX1EFQ,Read and Eat,3,19,19128,40.0346421281,-75.2166539803,f,2.7000000000000000,20,107,87
103734,MaGuDXpMlv3NhsR2XXNRBg,Hamifgash Glatt Kosher Grill,3.5,87,19107,39.9490326,-75.1546258,f,3.5113636363636364,88,336,87
6044,SVV1VmybJGXGge6nFuHy_A,Williams-Sonoma,3,33,19102,39.9491188,-75.1648441,t,3.0303030303030303,33,391,87
141380,Yra4YGXmiHv7My5MZ8fjOw,Affordable Electric,1.5,15,19152,40.0618375,-75.0554644,f,1.4375000000000000,16,,87
74329,6w6wDhgTzteP1tCBvK6fnw,Loie,2.5,26,19103,39.950897,-75.1724,f,2.7307692307692308,26,,86
148177,HxMe4b5Z-VcIaM6x1elWwg,Cheerleaders,3.5,20,19148,39.912496,-75.150774,t,3.3809523809523810,21,267,86
77384,ScM2XX4EAD4V1X4nSOTSTQ,Kimberly Boutique,4,24,19102,39.9503382,-75.1672706,t,3.8750000000000000,24,284,86
111099,FeHhy-6uPJUMyVYPAwYjKA,Jet Wine Bar,4,166,19146,39.94403,-75.16799,t,3.9239766081871345,171,1233,86
86014,jOgXXZdODiH-drcJYZkDnA,Trattoria Moma,4.5,136,19119,40.0593185,-75.1900363,t,4.2689655172413793,145,507,86
98180,gmZy0OJePPCQfJesIXYxwg,Chick-fil-A,3.5,54,19150,40.0728072,-75.1550828,t,3.2678571428571429,56,379,86
61368,pOQCsXpS6B9RJyE9efj2RQ,Philadelphia Junk Removal,3.5,30,19107,39.95039,-75.162001,t,3.5000000000000000,30,154,86
73410,9U454aiscZzLytBdFXLMBg,Fiesta Pizza II,3,87,19128,40.0300466083,-75.2063495035,t,3.1276595744680851,94,238,86
133685,I5ueHDysyhKzHkE5Nw4Rew,Diamond Spa,4,78,19118,40.0755313,-75.2059033,t,3.8518518518518519,81,314,86
84602,ttO8cgM35BgAPcpZupwmKg,Central Nails,2.5,63,19103,39.9515054,-75.1705783,t,2.4000000000000000,65,159,86
120181,dlFdjPUJI1eqRs8WVPE3QA,Grubhouse,4,118,19145,39.9228331933,-75.1846716553,f,4.0852713178294574,129,1166,86
56248,U6Qe7jUl4p1RMm4DaVLWQg,Innervision Eyewear,4,124,19103,39.9506626932,-75.1704321062,t,4.1875000000000000,128,339,86
97257,gc7TPAFaPdJD2Aa_yF10OA,Queen Nail and Spa,3.5,82,19146,39.9440652,-75.1677151,t,3.6588235294117647,85,301,86
84411,lfIQztu4b_W4b7uCMzmyLA,Mekong River,4,121,19147,39.9318952885,-75.1462325355,f,3.9032258064516129,124,788,86
64506,f8d5NwkN4F2-mpx4MMDf3g,Capogiro Gelato,4,95,19148,39.929346,-75.1638674,f,3.8571428571428571,98,595,86
142348,qQkBiAiK_LG1fnXQlQ5NVA,Simmons Animal Hospital,3.5,38,19145,39.9219619,-75.1720716,t,3.6190476190476190,42,356,86
46625,kPuwg0Lx1RVa9TClDl5Ocw,California Tortilla,3.5,80,19116,40.0953268,-75.0155463,t,3.4938271604938272,81,491,86
66896,eIZxYl6fB4NNY9s67QZhLg,Thread Beauty Bar,2.5,22,19103,39.9520989,-75.172064,f,2.6250000000000000,24,,86
94791,WoDFTyLtU3RhHPx-7GhQyA,CAVA,4,106,19103,39.9518087,-75.1692367,t,3.9196428571428571,112,478,86
51542,cbDPotTFcIBONQH6kFFyVA,"Millie's Burgers, Steaks & Shakes",2.5,71,19145,39.9185228,-75.1725846,t,2.4225352112676056,71,173,86
67769,qg6TJc2izTA52XFHAxdVjQ,Di Bruno Bros.,3.5,60,19103,39.954251,-75.168476,t,3.2063492063492063,63,991,86
81458,-RckAAIJ-_KH0AzqrekYuw,M2O Burgers & Salads,4,111,19147,39.9403662,-75.1508793,t,4.2123893805309735,113,589,86
87784,syrs_wYCUgcmwZfhuUUYtQ,Pete's Pizza,2,33,19139,39.9646209,-75.2240907,t,1.9705882352941176,34,108,86
91353,-qpFT-RgBE2QXVcSjq57lQ,Spanish Island Restaurant,3,68,19149,40.0348997406,-75.0662507315,t,2.8450704225352113,71,205,86
73795,Q0yXdKsJX513_89t5OHKKQ,Express Shuttle,2.5,36,19153,39.910959,-75.23831,f,2.3783783783783784,37,140,86
37446,_qjkKeAxHyQlmjR_f08W5w,Speed Date Philadelphia,3,6,19106,39.9482306,-75.1439499,t,2.8333333333333333,6,,86
31937,8NbOKCqw_sgx1NM7YVNVtg,US Post Office,3.5,76,19106,39.9500843,-75.1465316,t,3.5384615384615385,78,341,86
121879,aJV-u_8zf5vVIaHy7Hs8qw,Chloe,4,144,19106,39.9519494,-75.1443869,f,4.2614379084967320,153,708,86
108463,X97OiYQQun8UpGxqRtgQCQ,Chun Hing Restaurant,3.5,76,19131,40.0027576,-75.2135897,f,3.5189873417721519,79,287,86
68327,oqVIt-3KN84rkeC2Z-woeg,Salon Thalia,4.5,93,19102,39.9484902306,-75.1671101693,f,4.5858585858585859,99,494,86
58803,6fVoflxwwJKhZCaauww77A,Vault Ultra Lounge,3,12,19123,39.959077,-75.1418801,f,3.0000000000000000,14,153,86
30223,K0f_P7b6ADQagwunK6YcPg,City View Pizza,3.5,67,19122,39.9787034,-75.159486,t,3.3529411764705882,68,304,86
102225,ymmMRHJoPeRuV32M0HAmRA,Jiffy Lube,3.5,108,19131,40.00058,-75.228692,t,3.7272727272727273,110,415,86
44053,F13x4Y7Lmv_FgyWUxka5xg,AAA South Philadelphia Car Care Insurance Travel Center,2.5,55,19148,39.924026,-75.142548,t,2.5084745762711864,59,196,86
142103,dMOozW28RPXGlFlpyfCoxw,Chez Sonia Hair Studio & Spa,2.5,17,19146,39.9430857,-75.165837,t,2.4210526315789474,19,,86
135869,jVU7HIS6NJKBFmAvTIu35A,US Post Office,1.5,30,19122,39.9715548,-75.1475606,t,1.3870967741935484,31,129,86
1880,y7qvy9LcyK2hr_VcPBiPaQ,Bicycle Revolutions,4.5,94,19147,39.9304866315,-75.1450844921,f,4.3917525773195876,97,487,86
142141,itwiCpfGR5xlUpawXrt4tA,Penn Campus Recreation,3.5,27,19104,39.9493286,-75.1875515,t,3.3448275862068966,29,1665,85
6946,t5RIuLUvE5fxr0TaRWxeQg,Il Tartufo,3,85,19127,40.0255207,-75.2232588,f,3.1839080459770115,87,250,85
130039,RSnJE62UUBttxJCHQY6FBA,Go Go Philly Movers,4,35,19130,39.9678186954,-75.1754615701,t,3.9444444444444444,36,193,85
80264,JqOS1yDmOdhx2SLopAoo9w,Philadelphia Hand to Shoulder Center,3,28,19107,39.9493831,-75.1551309,t,2.8437500000000000,32,131,85
103290,Ubf_l4Qlr4wExI9zT5Daiw,Bluemercury,3,30,19104,39.9534072849,-75.1955677771,t,2.8666666666666667,30,138,85
93621,6TgCq73bjA15bpmOMSPFSg,MOKO Organic Beauty Studio,4.5,140,19106,39.9518839,-75.1449041,t,4.5974025974025974,154,6303,85
58283,aKNrCfmR0bgdXzYcviL1ZA,Burger King,2,33,19147,39.9279295067,-75.145386681,t,2.0588235294117647,34,169,85
112042,lHK9hMs-GzSHuuN9uyZQKA,Kimmel Cultural Campus,4,155,19102,39.946823,-75.165018,t,4.2375000000000000,160,2060,85
6769,zspnOaAN4jpseR3X7YtX5Q,Brownies Pub,3.5,51,19106,39.9488403,-75.1441287,t,3.2641509433962264,53,307,85
134148,D0gEvEMLeag7CtcaCCStPg,Philadelphia VA Medical Center,2.5,11,19104,39.9479816,-75.2001349,t,2.6666666666666667,12,189,85
102284,Og4z8nB4ZMZs3oHkVhB_pA,Bobby Mack & Co Hair Studio,5,291,19146,39.9447105351,-75.1749648217,t,4.8196202531645570,316,1133,85
47852,-6MEKOmFu6jckT3pruSxHg,CVS Pharmacy,2,23,19104,39.9529716579,-75.1924387776,t,2.0800000000000000,25,339,85
115826,Aga2sEL7yQSycmx3Txk_XA,Indonesia,4,91,19145,39.92523,-75.17543,t,3.7525773195876289,97,630,85
142258,F00qGEKYhqD43At669lcjw,La Stanza,3.5,25,19145,39.9180723319,-75.1810526848,f,3.4642857142857143,28,241,85
33296,PRbf-L4kY5vOGLxwBwzdSg,Snow Ice & Hot Dessert,3.5,52,19107,39.953687067,-75.1564028487,t,3.7547169811320755,53,316,85
107369,PlDOQFxA9u51TfQMtcklrw,BCBG,2,20,19103,39.9497507,-75.167527,f,2.2272727272727273,22,143,85
108477,kC2jUMTWt0v_cSWKa63QQA,Fink's,4.5,62,19135,40.0286011,-75.038928,t,4.4126984126984127,63,356,85
50640,HLrDflJTscXg3OuuU0SYkg,YOLO,2,21,19107,39.9467659,-75.1611269,f,1.9047619047619048,21,107,85
93369,fneeyCOYV5-oVeQP0TACog,Destination Dogs,4.5,329,19107,39.948898,-75.159717,f,4.4642857142857143,336,1760,85
89226,CQhY6tuC5lztz-7uosT_5A,Pure Tacos,2.5,57,19103,39.9521533479,-75.1731691223,f,2.6034482758620690,58,258,85
22887,wDaZZM-R-DvhoWR8y8q0mg,Hampton Inn Philadelphia-International Airport,3,79,19153,39.8882535601,-75.2463403344,t,3.1625000000000000,80,269,85
7495,roc-xyyzN5b_nImb0NdRLQ,Earl of Sandwich,3.5,81,19153,39.8768139466,-75.2398777179,t,3.2716049382716049,81,576,85
148765,97SR7RQPL02t5J41UcZ4SQ,Pat's Pizzeria,2.5,43,19154,40.0956114102,-74.9752556973,t,2.6862745098039216,51,182,85
37283,jh2GuTfXy0hm3cDaQCXV6g,FMF Cleaning Services,2.5,34,19160,40.009879,-75.1498475,t,2.5000000000000000,34,107,85
25505,Q9poenJ9SS3agpPo4Pgyyg,Ray's Café & Teahouse,4.5,181,19107,39.9546207,-75.1542759,t,4.4226804123711340,194,1383,85
129967,9cKsMBNhLCEgpHWcOHpC8A,Pearl Art & Craft Supplies,3,14,19147,39.9417086,-75.1497892,f,2.8000000000000000,15,,85
51248,LFOiOxKTB0oDELEJ0yjBhw,Saige Cafe,3,74,19122,39.9807091313,-75.1514035119,f,2.9610389610389610,77,411,85
93357,SO8kTCSO5dP5KyaX1JHDiA,Minute Suites,4,72,19153,39.8789176098,-75.235748291,t,3.8194444444444444,72,465,85
